Object ID,Accession-1,Gene Name,Product,Characterization,log_TPM_median,range,in_iM,precise mapping issue
G7266,b2431,yfeX,porphyrinogen peroxidase,PARTIAL,7.478128557,4.569824979,0,0
EG12117,b0814,ompX,outer membrane protein X,PARTIAL,11.60405535,4.566614176,0,0
G7283,b2453,eutG,putative alcohol dehydrogenase EutG,PARTIAL,1.12736174,4.561088877,0,0
G7130,b2098,yegT,putative transporter YegT,PARTIAL,2.558759176,4.553653743,0,0
EG12359,b0719,ybgD,putative fimbrial protein YbgD,PARTIAL,1.077983305,4.550536445,0,0
EG11651,b0210,yafE,putative S-adenosylmethionine-dependent methyltransferase,PARTIAL,4.954112266,4.549915272,0,0
EG10252,b3076,ebgA,evolved &beta;-D-galactosidase subunit &alpha;,PARTIAL,1.471623421,4.54915194,0,0
G7270,b2438,eutK,"putative structural protein, ethanolamine utilization microcompartment",PARTIAL,4.357354767,4.544667167,0,0
G7750,b4475,rtcA,RNA 3'-terminal phosphate cyclase,PARTIAL,3.642413745,4.541056907,0,0
G7767,b3472,dcrB,periplasmic bacteriophage sensitivity protein DcrB,PARTIAL,7.723174985,4.534307785,0,0
EG12031,b2163,yeiL,DNA-binding transcriptional activator YeiL,PARTIAL,1.709837437,4.521088004,0,0
G6103,b0219,yafV,2-oxoglutaramate amidase,PARTIAL,5.551279157,4.517629367,0,0
EG11705,b3678,yidJ,putative sulfatase/phosphatase YidJ,PARTIAL,1.946153029,4.499912957,0,0
G6996,b1815,pdeD,putative cyclic di-GMP phosphodiesterase PdeD,PARTIAL,2.680223705,4.493220036,0,0
G6887,b1647,ydhF,putative oxidoreductase YdhF,PARTIAL,6.362251989,4.476822292,0,0
G7648,b3154,yhbP,putative FMN binding protein YhbP,PARTIAL,4.540298657,4.470349406,0,0
G7247,b2384,ypdE,aminopeptidase YpdE,PARTIAL,1.314967494,4.469491483,0,0
EG11529,b3933,ftsN,cell division protein FtsN,PARTIAL,7.007759472,4.46752302,0,0
G6185,b0320,yahF,putative acyl-CoA synthetase YahF,PARTIAL,1.255061152,4.461513754,0,0
G7886,b4256,yjgM,putative <i>N</i>-acetyltransferase YjgM,PARTIAL,6.054920052,4.454932592,0,0
G7289,b2459,eutT,putative ethanolamine utilization cobalamin adenosyltransferase,PARTIAL,1.052637242,4.453713683,0,0
EG11908,b3949,frwC,putative PTS enzyme IIC component FrwC,PARTIAL,0.949997676,4.446287443,0,0
G7520,b4465,yggP,putative zinc-binding dehydrogenase YggP,PARTIAL,1.700760803,4.444358594,0,0
G6816,b1542,ydfI,putative oxidoreductase YdfI,PARTIAL,2.572627606,4.43818412,0,0
EG11564,b0043,fixC,putative oxidoreductase FixC,PARTIAL,1.134635631,4.438029947,0,0
G7738,b3394,hofN,DNA utilization protein HofN,PARTIAL,1.41884463,4.435900382,0,0
G6505,b0984,gfcD,putative lipoprotein GfcD,PARTIAL,1.785565248,4.428607087,0,0
EG12693,b1813,nudL,putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity,PARTIAL,5.664035798,4.407809355,0,0
G6618,b1181,ycgN,putative metal-chelating domain-containing protein YcgN,PARTIAL,6.17307717,4.40423177,0,0
EG11526,b1460,ydcC,H repeat-associated putative transposase YdcC,PARTIAL,1.145295407,4.399866037,0,0
G6817,b1543,ydfJ,putative transporter YdfJ,PARTIAL,1.596606588,4.396228365,0,0
EG10608,b3251,mreB,dynamic cytoskeletal protein MreB,PARTIAL,8.783632604,4.396163054,0,0
EG12720,b3078,ygjI,putative transporter YgjI,PARTIAL,0.617619646,4.393719153,0,0
EG12326,b0137,yadL,putative fimbrial protein YadL,PARTIAL,2.039087192,4.388537185,0,0
G6895,b1667,ydhR,putative monooxygenase YdhR,PARTIAL,8.927154117,4.388278758,0,0
G6173,b0303,rclB,hypochlorite stress response protein RclB,PARTIAL,2.154405637,4.386337152,0,0
EG12166,b0920,elyC,envelope biogenesis factor,PARTIAL,4.074214917,4.383065528,0,0
G6129,b0254,perR,CP4-6 prophage; putative transcriptional regulator PerR,PARTIAL,2.675935964,4.371039624,0,0
G6918,b1695,ydiO,putative acyl-CoA dehydrogenase YdiO,PARTIAL,1.999543208,4.361965061,0,0
G7535,b2968,yghD,putative type II secretion system M-type protein YghD,PARTIAL,2.6063019,4.357050487,0,0
EG11144,b2327,yfcA,putative transporter YfcA,PARTIAL,5.817334572,4.352976273,0,0
G6628,b1201,dhaR,DNA-binding transcriptional dual regulator DhaR,PARTIAL,3.868069672,4.351157477,0,0
EG10268,b0566,envY,DNA-binding transcriptional activator EnvY,PARTIAL,2.398626147,4.347582336,0,0
G7505,b2886,ygfS,putative electron transport protein YgfS,PARTIAL,2.208450305,4.346853676,0,0
G6484,b0942,ycbU,putative fimbrial protein YcbU,PARTIAL,2.433796547,4.341806753,0,0
G7281,b2451,eutA,ethanolamine ammonia-lyase reactivase EutA,PARTIAL,1.379047798,4.331150076,0,0
G7367,b2632,yfjP,CP4-57 prophage; putative GTP-binding protein YfjP,PARTIAL,2.561301825,4.329163711,0,0
EG11911,b3952,pflC,putative pyruvate formate-lyase 2 activating enzyme PflC,PARTIAL,2.112782884,4.323626035,0,0
G7637,b3142,yraH,putative fimbrial protein YraH,PARTIAL,2.283072949,4.322268422,0,0
EG12190,b2437,eutR,putative DNA-binding transcriptional regulator EutR,PARTIAL,3.450616434,4.314652464,0,0
G7639,b3144,yraJ,putative fimbrial usher protein YraJ,PARTIAL,2.229291378,4.306352453,0,0
G6265,b0489,qmcA,PHB domain-containing protein QmcA,PARTIAL,5.801597258,4.30094556,0,0
G6470,b0909,ycaL,periplasmic protease YcaL,PARTIAL,3.52713116,4.299196525,0,0
G6951,b1756,ynjD,putative ABC transporter ATP-binding protein YnjD,PARTIAL,3.845142944,4.259071401,0,0
G7527,b2951,yggS,PLP homeostasis protein,PARTIAL,6.242897158,4.252007904,0,0
G6617,b1180,ycgM,putative isomerase/hydrolase,PARTIAL,6.762883474,4.248498478,0,0
G6993,b1809,yoaB,RutC family protein YoaB,PARTIAL,8.340917995,4.239150303,0,0
G7424,b2748,ftsB,cell division protein FtsB,PARTIAL,7.263722842,4.233421783,0,0
EG12321,b0128,yadH,putative ABC transporter membrane subunit YadH,PARTIAL,5.982913045,4.216096704,0,0
EG12608,b0035,caiE,putative transferase CaiE,PARTIAL,1.773183431,4.214724296,0,0
G7269,b2434,ypeA,putative acetyltransferase YpeA,PARTIAL,6.453767878,4.212933649,0,0
G7206,b2335,yfcR,putative fimbrial protein YfcR,PARTIAL,1.638590246,4.20557521,0,0
G6620,b1191,cvrA,putative K<sup>+</sup>:H<sup>+</sup> antiporter,PARTIAL,4.845385583,4.201135302,0,0
EG11910,b3951,pflD,putative formate acetyltransferase 2,PARTIAL,2.311995046,4.188521893,0,0
EG11134,b1765,ydjA,putative oxidoreductase YdjA,PARTIAL,7.629343693,4.185099291,0,0
G7531,b2955,hemW,heme chaperone HemW,PARTIAL,5.78599896,4.183809064,0,0
EG10827,b1350,recE,"Rac prophage; exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific",PARTIAL,1.886577684,4.181759668,0,0
EG10832,b2565,recO,recombination mediator protein RecO,PARTIAL,5.876156647,4.181627575,0,0
G6821,b1547,stfQ,Qin prophage; putative prophage side tail fiber protein StfQ,PARTIAL,1.472473155,4.177380096,0,0
EG11548,b1653,lhr,ATP-dependent helicase Lhr,PARTIAL,3.777269555,4.175000808,0,0
G6629,b1202,ycgV,putative autotransporter adhesin YcgV,PARTIAL,3.074458225,4.170159908,0,0
G7304,b2487,hyfG,hydrogenase 4 catalytic subunit HyfG,PARTIAL,2.315153838,4.167059226,0,0
G7864,b4206,ytfB,cell division protein YtfB,PARTIAL,7.151812586,4.158731927,0,0
G7369,b2634,yfjR,CP4-57 prophage; putative DNA-binding transcriptional regulator YfjR,PARTIAL,1.058361034,4.15724483,0,0
EG11234,b1692,ydiB,quinate/shikimate dehydrogenase,PARTIAL,2.565258495,4.14880224,0,0
EG11728,b3718,yieK,putative glucosamine-6-phosphate deaminase YieK,PARTIAL,2.361789423,4.145815092,0,0
G7342,b2548,yphF,putative ABC transporter periplasmic binding protein YphF,PARTIAL,1.648988321,4.14416031,0,0
EG11828,b3856,mobB,molybdopterin-guanine dinucleotide biosynthesis adaptor protein,PARTIAL,4.496054312,4.14044116,0,0
G7282,b2452,eutH,putative ethanolamine permease EutH,PARTIAL,1.67582353,4.130842969,0,0
G6962,b1775,ydjK,putative transporter YdjK,PARTIAL,1.282558954,4.126983125,0,0
G7439,b4463,ygcU,putative FAD-containing dehydrogenase,PARTIAL,2.048684533,4.122073302,0,0
G7442,b2776,ygcE,putative sugar kinase YgcE,PARTIAL,2.29571483,4.116768722,0,0
G7435,b2769,ygcQ,putative flavoprotein,PARTIAL,1.99402201,4.111237364,0,0
G7690,b4472,yhdP,phospholipid transport factor YhdP,PARTIAL,4.940180451,4.1012693,0,0
EG11524,b0706,ybfD,H repeat-associated putative transposase YbfD,PARTIAL,1.089702063,4.09990209,0,0
EG12854,b0742,cpoB,cell division coordinator CpoB,PARTIAL,8.853202655,4.097820224,0,0
G6082,b0011,yaaW,putative enzyme-specific chaperone YaaW,PARTIAL,2.109164007,4.097772906,0,0
EG11137,b1864,yebC,putative transcriptional regulator YebC,PARTIAL,8.25910644,4.094734777,0,0
G7579,b3032,cpdA,cAMP phosphodiesterase,PARTIAL,7.424117993,4.081711182,0,0
G7947,b4365,yjjQ,DNA-binding transcriptional repressor YjjQ,PARTIAL,0.879039404,4.079040476,0,0
G7109,b2070,yegI,putative serine/threonine-protein kinase YegI,PARTIAL,2.280451465,4.076330619,0,0
G7552,b2986,yghT,putative ATP-binding protein YghT,PARTIAL,0.944873618,4.076063201,0,0
G6493,b0955,ycbZ,putative ATP-dependent protease YcbZ,PARTIAL,6.552005767,4.075990134,0,0
EG10228,b1569,dicC,Qin prophage; putative DNA-binding transcriptional regulator DicC,PARTIAL,1.411139712,4.075343102,0,0
G7305,b2488,hyfH,hydrogenase 4 component H,PARTIAL,2.045600906,4.072693963,0,0
EG11706,b3679,yidK,putative transporter YidK,PARTIAL,1.209008414,4.066457068,0,0
G6215,b0363,yaiP,putative glucosyltransferase,PARTIAL,1.699019078,4.058511285,0,0
G6794,b1504,ydeS,putative fimbrial protein YdeS,PARTIAL,0.89860494,4.055383106,0,0
G6987,b1801,yeaV,putative transporter YeaV,PARTIAL,0.856157024,4.050982878,0,0
G6495,b0960,yccS,putative transporter YccS,PARTIAL,4.735567705,4.011932536,0,0
G7753,b3434,yhgN,MarC family putative inner membrane protein YhgN,PARTIAL,4.529733592,3.996532537,0,0
EG12384,b0521,ybcF,putative carbamate kinase,PARTIAL,1.568511219,3.993055511,0,0
G6290,b0530,sfmA,putative fimbrial protein SfmA,PARTIAL,1.736371456,3.988497325,0,0
G6401,b0771,ybhJ,putative hydratase YbhJ,PARTIAL,1.619639461,3.984503858,0,0
G7344,b2550,yphH,"putative DNA-binding transcriptional regulator, NAGC-like",PARTIAL,4.053771905,3.979300703,0,0
G6728,b1409,ynbB,putative CDP-diglyceride synthase,PARTIAL,0.294387158,3.971542239,0,0
G7307,b2490,hyfJ,putative hydrogenase 4 assembly protein,PARTIAL,2.077094135,3.96700644,0,0
G7736,b3392,hofP,DNA utilization protein HofP,PARTIAL,1.438035201,3.963180211,0,0
EG12356,b3422,rtcR,DNA-binding transcriptional activator RtcR,PARTIAL,2.125981495,3.958494645,0,0
G6914,b1688,ydiK,putative transporter YdiK,PARTIAL,5.809630494,3.951882621,0,0
EG11812,b4186,yjfC,peptide&mdash;spermidine ligase YjfC,PARTIAL,1.464760536,3.94916318,0,0
EG12352,b3775,ppiC,peptidyl-prolyl <i>cis-trans</i> isomerase C,PARTIAL,6.967872217,3.947380504,0,0
G7204,b2333,yfcP,putative fimbrial protein YfcP,PARTIAL,1.606236337,3.943761598,0,0
EG10834,b0472,recR,recombination mediator protein RecR,PARTIAL,7.876803729,3.932152356,0,0
EG11136,b1862,yebB,putative papain-like amidase YebB,PARTIAL,1.590092718,3.932079254,0,0
EG12903,b3352,yheS,putative ATP-binding protein YheS,PARTIAL,6.040869042,3.930367741,0,0
G7549,b2983,yghQ,putative transport protein YghQ,PARTIAL,1.253591555,3.922151917,0,0
G7246,b2383,fryA,putative PTS multiphosphoryl transfer protein FryA,PARTIAL,1.842514296,3.901124246,0,0
EG12138,b0193,yaeF,peptidase C92 family protein YaeF,PARTIAL,2.607897708,3.896759581,0,0
G7836,b4146,epmB,"lysine 2,3-aminomutase",PARTIAL,6.316977658,3.891646756,0,0
G7737,b3393,hofO,DNA utilization protein HofO,PARTIAL,1.347162443,3.886379617,0,0
G7292,b2462,eutS,putative ethanolamine catabolic microcompartment shell protein EutS,PARTIAL,1.011012307,3.885688024,0,0
G7510,b2897,sdhE,FAD assembly factor,PARTIAL,7.692955919,3.872309163,0,0
G7301,b2484,hyfD,hydrogenase 4 component D,PARTIAL,0.661365064,3.86852119,0,0
G6483,b0941,elfG,putative fimbrial-like adhesin protein,PARTIAL,3.101781363,3.863484625,0,0
G7731,b3379,php,putative hydrolase,PARTIAL,1.320515714,3.856068359,0,0
EG11282,b2482,hyfB,hydrogenase 4 component B,PARTIAL,1.252588582,3.846526035,0,0
G6242,b0441,ppiD,periplasmic folding chaperone,PARTIAL,7.907867563,3.844234937,0,0
G7551,b2985,yghS,putative ATP-binding protein YghS,PARTIAL,1.59500638,3.842376109,0,0
G7578,b3031,yqiA,esterase YqiA,PARTIAL,6.704616484,3.839545569,0,0
EG10426,b0962,helD,DNA helicase IV,PARTIAL,5.781582235,3.831784972,0,0
EG11445,b2918,argK,methylmalonyl-CoA mutase-interacting GTPase YgfD,PARTIAL,1.530446195,3.830618895,0,0
EG10229,b2321,flk,putative flagella assembly protein,PARTIAL,5.219907866,3.829484168,0,0
EG10854,b0633,rlpA,rare lipoprotein RlpA,PARTIAL,7.304164216,3.82922342,0,0
G7189,b2295,yfbV,PF04217 family membrane protein YfbV,PARTIAL,7.226100459,3.822443159,0,0
G7681,b3233,yhcB,inner membrane protein YhcB,PARTIAL,8.77660742,3.819240179,0,0
EG11502,b0196,rcsF,sensor lipoprotein RcsF,PARTIAL,7.685454624,3.819005299,0,0
G6162,b0291,ecpC,putative fimbrial usher protein EcpC,PARTIAL,1.77902615,3.816629124,0,0
G7231,b2362,yfdS,CPS-53 (KpLE1) prophage; protein YfdS,PARTIAL,0.80974403,3.810295905,0,0
G7340,b2546,yphD,putative ABC transporter membrane subunit YphD,PARTIAL,1.720622842,3.809289657,0,0
G7341,b2547,yphE,putative ABC transporter ATP-binding protein YphE,PARTIAL,1.392876266,3.803062026,0,0
G7303,b2486,hyfF,hydrogenase 4 component F,PARTIAL,1.655720129,3.799084518,0,0
G7225,b2356,yfdM,CPS-53 (KpLE1) prophage; putative methyltransferase YfdM,PARTIAL,0,3.791975518,0,0
G7655,b3173,yhbX,putative hydrolase YhbX,PARTIAL,2.150752679,3.789207158,0,0
EG10667,b3982,nusG,transcription termination/antitermination factor NusG,PARTIAL,9.413186008,3.788752501,0,0
EG11687,b3659,setC,putative exporter SetC,PARTIAL,1.261174855,3.787226968,0,0
EG12320,b0127,yadG,putative ABC transporter ATP-binding protein YadG,PARTIAL,6.280724865,3.783323786,0,0
G7284,b2454,eutJ,putative ethanolamine utilization chaperonin EutJ,PARTIAL,0.903908785,3.777510328,0,0
G7550,b2984,yghR,putative ATP-binding protein YghR,PARTIAL,1.063459298,3.769602368,0,0
EG11566,b0045,yaaU,putative transporter YaaU,PARTIAL,0.935427199,3.759078484,0,0
G7733,b3381,yhfX,putative PLP-binding protein YhfX,PARTIAL,0.87657753,3.755630711,0,0
G7415,b2734,pphB,phosphoprotein phosphatase 2,PARTIAL,1.891336558,3.745180712,0,0
G6695,b1372,stfR,Rac prophage; putative prophage side tail fiber protein StfR,PARTIAL,1.854292312,3.744756538,0,0
G0-10471,b4558,lptM,LptD oxidative maturation-associated lipoprotein,PARTIAL,8.349403544,3.739724344,0,0
G6287,b0518,fdrA,putative oxamate carbamoyltransferase FdrA,PARTIAL,0.605570332,3.739204603,0,0
EG11729,b3719,yieL,putative hydrolase YieL,PARTIAL,1.727587548,3.737536556,0,0
EG12397,b0944,ycbF,putative fimbrial chaperone YcbF,PARTIAL,3.172611889,3.737051421,0,0
EG12365,b3355,prkB,putative phosphoribulokinase,PARTIAL,5.991627835,3.73536077,0,0
EG11972,b0139,htrE,putative fimbrial usher protein HtrE,PARTIAL,1.581867628,3.73330547,0,0
G7644,b3150,dolP,division and outer membrane stress-associated lipid-binding lipoprotein,PARTIAL,6.993313957,3.726605716,0,0
G7159,b2246,yfaV,putative transporter YfaV,PARTIAL,1.917693493,3.71994461,0,0
EG10956,b1272,sohB,S49 peptidase family protein,PARTIAL,6.923036231,3.713394298,0,0
EG10114,b3721,bglB,cryptic 6-phospho-&beta;-glucosidase B,PARTIAL,1.182947539,3.707090299,0,0
G6398,b0768,ybhD,putative DNA-binding transcriptional regulator YbhD,PARTIAL,1.531993086,3.681393473,0,0
G6921,b1698,ydiR,putative electron transfer flavoprotein subunit YdiR,PARTIAL,2.157279977,3.677730346,0,0
G7679,b3227,dcuD,putative transporter DcuD,PARTIAL,1.148630616,3.677713109,0,0
EG10551,b2839,lysR,DNA-binding transcriptional dual regulator LysR,PARTIAL,3.72111382,3.677098457,0,0
G6885,b1645,ydhK,putative transporter YdhK,PARTIAL,2.553068692,3.675070438,0,0
G6315,b0561,tfaD,DLP12 prophage; putative tail fiber assembly protein TfaD,PARTIAL,0.897399045,3.659371334,0,0
G7306,b2489,hyfI,hydrogenase 4 catalytic subunit HyfI,PARTIAL,1.919604604,3.642068431,0,0
G7339,b2545,yphC,putative zinc-binding dehydrogenase YphC,PARTIAL,3.219648863,3.641213139,0,0
EG12029,b2161,nupX,putative nucleoside transporter,PARTIAL,1.387927581,3.641133585,0,0
G7589,b3051,yqiK,flotillin family inner membrane protein YqiK,PARTIAL,1.791254812,3.638975705,0,0
G7249,b2386,fryC,putative PTS enzyme IIC component FryC,PARTIAL,0.951967528,3.636815339,0,0
G7379,b2644,lfgB,CP4-57 prophage protease,PARTIAL,0.603800266,3.630204509,0,0
EG11864,b3900,frvA,putative PTS enzyme IIA component FrvA,PARTIAL,0.990518288,3.627733739,0,0
G7547,b2981,yghO,putative DNA-binding transcriptional regulator YghO,PARTIAL,1.471980245,3.615473256,0,0
EG11785,b2577,yfiE,putative LysR-type DNA-binding transcriptional regulator YfiE,PARTIAL,4.030892131,3.609193173,0,0
G7338,b2544,yphB,putative aldose 1-epimerase YphB,PARTIAL,3.113350766,3.602721035,0,0
G7882,b4251,bdcR,putative transcriptional regulator BdcR,PARTIAL,4.919677174,3.59684771,0,0
G6868,b1624,ydgJ,putative oxidoreductase YdgJ,PARTIAL,6.687906001,3.590463362,0,0
G7732,b3380,yhfW,putative mutase YhfW,PARTIAL,1.014258438,3.589405627,0,0
G7436,b2770,ygcR,putative flavoprotein,PARTIAL,1.386402052,3.584478973,0,0
EG11298,b3248,yhdE,nucleoside triphosphate pyrophosphatase YhdE,PARTIAL,6.694973232,3.57860662,0,0
G6922,b1699,ydiS,putative electron transfer flavoprotein-quinone oxidoreductase YdiS,PARTIAL,1.954265641,3.570586777,0,0
EG10687,b3030,parE,DNA topoisomerase IV subunit B,PARTIAL,6.651974329,3.570151035,0,0
G0-10655,b4682,yqcG,cell envelope stress response protein YqcG,PARTIAL,0,3.558419428,0,0
G6635,b1267,yciO,putative RNA-binding protein YciO,PARTIAL,6.709703911,3.558338386,0,0
G6100,b0213,yafS,putative S-adenosyl-L-methionine-dependent methyltransferase,PARTIAL,5.332488567,3.550872193,0,0
EG12388,b0534,sfmF,putative fimbrial protein SfmF,PARTIAL,1.250064592,3.550495024,0,0
EG11710,b3683,glvC,putative PTS enzyme II component GlvC,PARTIAL,0.762431367,3.548961616,0,0
EG11709,b3682,glvB,putative PTS enzyme II component GlvB,PARTIAL,0.79387496,3.54616646,0,0
EG10089,b3801,aslA,putative sulfatase AslA,PARTIAL,2.761310254,3.537549459,0,0
G7636,b3141,agaI,putative deaminase AgaI,PARTIAL,1.564711361,3.535887744,0,0
EG12106,b0107,hofB,T2SSE family protein,PARTIAL,2.819936214,3.532927965,0,0
EG11410,b4234,yjgA,putative ribosome biogenesis factor YjgA,PARTIAL,7.569894548,3.530688355,0,0
G7634,b3136,agaS,putative galactosamine-6-phosphate deaminase/isomerase,PARTIAL,0.80198149,3.525600154,0,0
EG12002,b2121,yehP,VWA domain-containing protein YehP,PARTIAL,1.098380949,3.520585435,0,0
EG12290,b3586,yiaV,putative membrane fusion protein YiaV,PARTIAL,1.490381026,3.513721167,0,0
G6402,b0780,ybhK,putative transferase YbhK,PARTIAL,5.455130262,3.512653322,0,0
G7310,b2493,yfgO,putative transporter YfgO,PARTIAL,5.239903955,3.512199819,0,0
G7747,b3413,yhgH,DNA utilization protein YhgH,PARTIAL,5.547549134,3.496107335,0,0
EG12780,b3149,diaA,DnaA initiator-associating protein DiaA,PARTIAL,6.912181772,3.493623103,0,0
EG11059,b2319,usg,putative semialdehyde dehydrogenase Usg,PARTIAL,6.451640988,3.487312866,0,0
G7205,b2334,yfcQ,putative fimbrial protein YfcQ,PARTIAL,1.7489454,3.46287208,0,0
EG11036,b3339,tufA,translation elongation factor Tu 1,PARTIAL,13.11859311,3.43593407,0,0
G6293,b0533,sfmH,putative fimbrial adhesin protein SfmH,PARTIAL,0.630039144,3.426066254,0,0
G7210,b2339,yfcV,putative fimbrial protein YfcV,PARTIAL,0.683176141,3.425940834,0,0
G6421,b0818,ybiR,putative transporter YbiR,PARTIAL,4.379853459,3.41839462,0,0
G6331,b0602,ybdN,putative PAPS reductase/DUF3440 domain-containing protein YbdN,PARTIAL,1.778074851,3.413175959,0,0
G7745,b3402,yhgE,putative transport protein YhgE,PARTIAL,3.848497006,3.401400387,0,0
EG11973,b0140,yadV,putative fimbrial chaperone YadV,PARTIAL,0.688797929,3.368215399,0,0
G7437,b2771,ygcS,putative transporter YgcS,PARTIAL,1.082840435,3.36147898,0,0
G7638,b3143,yraI,putative fimbrial chaperone YraI,PARTIAL,0.606582794,3.356469193,0,0
EG11376,b3017,ftsP,cell division protein FtsP,PARTIAL,6.576974225,3.354228308,0,0
G7111,b2072,pphC,protein-serine/threonine phosphatase PphC,PARTIAL,1.251467236,3.334585825,0,0
EG11361,b2064,asmA,putative assembly protein AsmA,PARTIAL,5.996807937,3.32452881,0,0
EG12850,b2233,yfaL,putative autotransporter adhesin YfaL,PARTIAL,3.400871165,3.320005736,0,0
G7257,b2409,yfeR,putative DNA-binding transcriptional regulator YfeR,PARTIAL,3.610975964,3.30767047,0,0
EG12802,b3196,yrbG,putative transport protein YrbG,PARTIAL,5.602299873,3.301319544,0,0
G6386,b0717,ybgP,putative fimbrial chaperone YbgP,PARTIAL,1.331311135,3.299989211,0,0
G6216,b0364,yaiS,putative deacetylase YaiS,PARTIAL,0.786318234,3.277475919,0,0
EG11998,b2119,yehL,putative AAA+ MoxR family ATPase YehL,PARTIAL,1.033670241,3.276227048,0,0
G6400,b0770,ybhI,putative tricarboxylate transporter,PARTIAL,0.690526644,3.271548338,0,0
G6252,b0457,pdeB,cyclic di-GMP phosphodiesterase PdeB,PARTIAL,4.054377533,3.269962474,0,0
G7407,b2689,yqaA,DedA family protein YqaA,PARTIAL,6.831634342,3.263917003,0,0
G7302,b2485,hyfE,hydrogenase 4 component E,PARTIAL,0.777452997,3.26124419,0,0
EG12137,b0192,nlpE,sensor lipoprotein NlpE,PARTIAL,5.998293814,3.260367232,0,0
G7688,b3243,aaeR,DNA-binding transcriptional activator AaeR,PARTIAL,5.547854763,3.256306515,0,0
G6792,b1502,ydeQ,putative fimbrial adhesin protein YdeQ,PARTIAL,1.053410521,3.249481495,0,0
EG12739,b3094,exuR,DNA-binding transcriptional repressor ExuR,PARTIAL,7.141023543,3.246601798,0,0
EG11474,b3834,ubiJ,ubiquinone biosynthesis accessory factor UbiJ,PARTIAL,6.9103745,3.239654061,0,0
G6306,b0550,rusA,DLP12 prophage; crossover junction endodeoxyribonuclease RusA,PARTIAL,0.488810066,3.231748732,0,0
G6481,b0939,elfD,putative fimbrial chaperone ElfD,PARTIAL,0.960158968,3.221177169,0,0
EG10018,b3252,csrD,regulator of CsrB and CsrC decay,PARTIAL,5.479800591,3.220505225,0,0
EG10658,b2477,bamC,outer membrane protein assembly factor BamC,PARTIAL,8.623070683,3.218834998,0,0
EG11570,b0055,djlA,co-chaperone protein DjlA,PARTIAL,5.59722025,3.217336789,0,0
EG12309,b4403,yjtD,putative tRNA/rRNA methyltransferase YjtD,PARTIAL,5.115111885,3.185766353,0,0
EG10015,b2516,rodZ,cytoskeleton protein RodZ,PARTIAL,7.827732675,3.15833042,0,0
G6292,b0532,sfmD,putative fimbrial usher protein SfmD,PARTIAL,1.3760044,3.136494462,0,0
G6387,b0718,ybgQ,putative fimbrial usher protein YbgQ,PARTIAL,0.567487905,3.136018427,0,0
G6399,b0769,ybhH,putative isomerase YbhH,PARTIAL,0.436001478,3.128072804,0,0
G7408,b2690,yqaB,fructose-1-phosphate phosphatase YqaB,PARTIAL,6.463669782,3.119064437,0,0
G6920,b1697,ydiQ,putative electron transfer flavoprotein subunit YdiQ,PARTIAL,1.476994744,3.066268947,0,0
G7300,b2483,hyfC,hydrogenase 4 component C,PARTIAL,0.379889904,3.053981911,0,0
G7699,b3283,yrdD,putative DNA topoisomerase,PARTIAL,7.736375597,3.04715086,0,0
G7321,b2513,yfgM,ancillary SecYEG translocon subunit,PARTIAL,7.992688283,3.035229249,0,0
G6566,b1106,thiK,thiamine kinase,PARTIAL,5.446881629,3.03072126,0,0
EG12630,b3438,gntR,DNA-binding transcriptional repressor GntR,PARTIAL,6.512279855,3.028300601,0,0
G6917,b1691,ydiN,putative transporter YdiN,PARTIAL,0.467873397,3.023493245,0,0
G7178,b2271,yfbL,putative peptidase YfbL,PARTIAL,0.900636673,2.972721873,0,0
EG11635,b0560,nohD,DLP12 prophage; putative DNA-packaging protein NohD,PARTIAL,0.816873052,2.958680313,0,0
G6291,b0531,sfmC,putative fimbrial chaperone SfmC,PARTIAL,0.20151605,2.940496855,0,0
EG10345,b3462,ftsX,cell division protein FtsX,PARTIAL,6.53770873,2.921293226,0,0
G7320,b2512,bamB,outer membrane protein assembly factor BamB,PARTIAL,8.159124967,2.915426407,0,0
G6305,b0549,ybcO,DLP12 prophage; putative nuclease YbcO,PARTIAL,0.443985647,2.867384497,0,0
G6932,b1727,hxpB,hexitol phosphatase B,PARTIAL,6.372195299,2.865794841,0,0
G7207,b2336,yfcS,putative fimbrial chaperone YfcS,PARTIAL,1.010771512,2.845080943,0,0
G6637,b1279,lapA,lipopolysaccharide assembly protein A,PARTIAL,7.637269632,2.826849648,0,0
EG12048,b2186,yejK,nucleoid-associated protein YejK,PARTIAL,6.711390378,2.810707957,0,0
G2002,b1294,sapA,putative periplasmic binding protein SapA,PARTIAL,5.528953456,2.808843583,0,0
EG12329,b0148,hrpB,RNA-dependent NTPase HrpB,PARTIAL,4.845262823,2.746838639,0,0
EG10342,b0093,ftsQ,cell division protein FtsQ,PARTIAL,7.301390415,2.581448113,0,0
G6916,b1690,ydiM,putative exporter YdiM,PARTIAL,0.68818498,2.56851751,0,0
EG12691,b1280,lapB,lipopolysaccharide assembly protein B,PARTIAL,6.272339879,2.426025805,0,0
G7064,b1978,yeeJ,inverse autotransporter adhesin,PARTIAL,3.137889866,2.220450583,0,0
G14,,ackB,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6084,b0017,b0017,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6089,b0100,b0100,,Phantom-Genes,#N/A,#N/A,#N/A,1
